<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.25	20:00:00	3956.56	3958.62	3956.27	3957.82	172	0	140
2025.10.25	20:10:00	3957.75	3958.59	3955.09	3955.40	179	0	140
2025.10.25	20:20:00	3955.30	3955.40	3950.18	3952.95	185	0	140
2025.10.25	20:30:00	3952.95	3952.95	3944.36	3950.33	281	0	140
2025.10.25	20:40:00	3950.27	3957.56	3950.27	3955.04	209	0	140
2025.10.25	20:50:00	3955.04	3955.31	3944.81	3945.26	207	0	140
2025.10.25	21:00:00	3945.31	3948.51	3944.78	3946.74	162	0	140
2025.10.25	21:10:00	3946.79	3949.62	3934.77	3945.95	272	0	140
2025.10.25	21:20:00	3945.98	3947.50	3942.58	3947.09	175	0	140
2025.10.25	21:30:00	3947.09	3951.08	3946.41	3950.43	156	0	140
2025.10.25	21:40:00	3950.43	3950.79	3942.74	3943.94	146	0	140
2025.10.25	21:50:00	3943.93	3952.67	3943.92	3952.67	188	0	140
2025.10.25	22:00:00	3952.84	3953.04	3946.24	3951.80	292	0	140
2025.10.25	22:10:00	3951.81	3954.11	3948.63	3954.09	151	0	140
2025.10.25	22:20:00	3954.09	3955.36	3950.66	3954.53	166	0	140
2025.10.25	22:30:00	3954.56	3955.52	3952.40	3955.32	182	0	140
2025.10.25	22:40:00	3955.42	3960.70	3955.26	3959.95	150	0	140
2025.10.25	22:50:00	3959.93	3964.90	3959.62	3961.28	252	0	140
2025.10.25	23:00:00	3961.28	3964.25	3957.84	3960.26	192	0	140
2025.10.25	23:10:00	3960.18	3960.83	3955.02	3955.23	180	0	140
2025.10.25	23:20:00	3955.23	3958.10	3953.84	3957.85	164	0	140
2025.10.25	23:30:00	3957.66	3957.66	3953.97	3955.96	151	0	140
2025.10.25	23:40:00	3955.96	3955.96	3949.91	3953.87	167	0	140
2025.10.25	23:50:00	3953.76	3955.41	3950.37	3954.28	167	0	140
2025.10.26	00:00:00	3954.24	3954.24	3945.80	3948.96	272	0	140
2025.10.26	00:10:00	3948.98	3953.29	3947.44	3948.71	215	0	140
2025.10.26	00:20:00	3948.72	3957.79	3948.72	3955.09	211	0	140
2025.10.26	00:30:00	3954.96	3961.73	3954.96	3960.78	336	0	140
2025.10.26	00:40:00	3960.85	3961.53	3953.75	3953.76	350	0	140
2025.10.26	00:50:00	3953.76	3954.31	3949.41	3950.58	293	0	140
2025.10.26	01:00:00	3950.50	3953.18	3948.01	3951.56	251	0	140
2025.10.26	01:10:00	3951.54	3955.61	3949.73	3950.04	235	0	140
2025.10.26	01:20:00	3949.85	3952.27	3948.65	3951.15	199	0	140
2025.10.26	01:30:00	3951.15	3954.14	3948.84	3953.02	184	0	140
2025.10.26	01:40:00	3953.02	3954.06	3946.39	3947.83	180	0	140
2025.10.26	01:50:00	3947.75	3949.88	3917.17	3933.24	590	0	140
2025.10.26	02:00:00	3933.37	3933.86	3923.18	3924.50	350	0	140
2025.10.26	02:10:00	3924.62	3932.69	3924.62	3930.84	227	0	140
2025.10.26	02:20:00	3930.82	3937.07	3928.29	3936.85	195	0	140
2025.10.26	02:30:00	3936.71	3939.17	3930.27	3930.36	242	0	140
2025.10.26	02:40:00	3930.36	3933.25	3928.84	3929.55	180	0	140
2025.10.26	02:50:00	3929.55	3931.47	3925.75	3930.41	204	0	140
2025.10.26	03:00:00	3930.41	3930.55	3923.29	3926.02	223	0	140
2025.10.26	03:10:00	3925.90	3931.99	3925.27	3931.80	338	0	140
2025.10.26	03:20:00	3931.79	3937.22	3931.41	3933.98	235	0	140
2025.10.26	03:30:00	3933.99	3934.05	3928.46	3929.72	189	0	140
2025.10.26	03:40:00	3929.72	3929.98	3925.91	3929.94	223	0	140
2025.10.26	03:50:00	3929.94	3932.69	3928.72	3931.65	217	0	140
2025.10.26	04:00:00	3931.67	3932.31	3929.62	3930.16	123	0	140
2025.10.26	04:10:00	3930.17	3932.49	3928.80	3930.96	140	0	140
2025.10.26	04:20:00	3930.96	3937.81	3930.96	3935.17	203	0	140
2025.10.26	04:30:00	3935.17	3940.15	3933.60	3934.87	162	0	140
2025.10.26	04:40:00	3934.88	3939.07	3933.15	3937.76	157	0	140
2025.10.26	04:50:00	3937.79	3941.87	3937.55	3939.64	130	0	140
2025.10.26	05:00:00	3939.65	3941.06	3937.10	3941.06	143	0	140
2025.10.26	05:10:00	3941.15	3942.37	3940.08	3941.60	180	0	140
2025.10.26	05:20:00	3941.68	3944.13	3940.13	3943.06	130	0	140
2025.10.26	05:30:00	3943.06	3947.09	3941.18	3947.08	252	0	140
2025.10.26	05:40:00	3947.08	3947.11	3944.31	3945.59	183	0	140
2025.10.26	05:50:00	3945.59	3946.52	3942.35	3942.79	173	0	140
2025.10.26	06:00:00	3942.71	3943.71	3940.52	3940.77	132	0	140
2025.10.26	06:10:00	3940.68	3941.68	3938.41	3941.27	145	0	140
2025.10.26	06:20:00	3941.41	3945.99	3941.41	3945.98	114	0	140
2025.10.26	06:30:00	3945.98	3946.70	3942.30	3944.21	133	0	140
2025.10.26	06:40:00	3944.01	3946.01	3942.79	3943.62	183	0	140
2025.10.26	06:50:00	3943.63	3945.97	3942.94	3945.01	133	0	140
2025.10.26	07:00:00	3945.02	3946.02	3942.62	3945.41	146	0	140
2025.10.26	07:10:00	3945.42	3946.95	3943.65	3944.96	144	0	140
2025.10.26	07:20:00	3944.96	3944.97	3940.78	3942.25	152	0	140
2025.10.26	07:30:00	3942.25	3950.43	3942.08	3948.73	160	0	140
2025.10.26	07:40:00	3948.90	3956.76	3948.90	3952.74	220	0	140
2025.10.26	07:50:00	3952.73	3954.21	3950.72	3951.35	166	0	140
2025.10.26	08:00:00	3951.45	3956.23	3951.27	3954.87	262	0	140
2025.10.26	08:10:00	3954.78	3956.82	3950.87	3951.75	111	0	140
2025.10.26	08:20:00	3951.47	3954.86	3951.47	3954.83	144	0	140
2025.10.26	08:30:00	3954.75	3954.75	3950.63	3954.37	166	0	140
2025.10.26	08:40:00	3954.36	3959.88	3953.89	3957.12	214	0	140
2025.10.26	08:50:00	3957.22	3967.59	3956.47	3959.53	264	0	140
2025.10.26	09:00:00	3959.52	3960.74	3956.03	3959.13	201	0	140
2025.10.26	09:10:00	3959.14	3966.00	3957.88	3965.08	177	0	140
2025.10.26	09:20:00	3965.07	4005.73	3960.55	4003.24	1434	0	140
2025.10.26	09:30:00	4003.23	4012.10	3982.67	3989.52	1205	0	140
2025.10.26	09:40:00	3989.51	3994.91	3982.82	3987.28	584	0	140
2025.10.26	09:50:00	3987.15	3989.39	3977.73	3988.37	448	0	140
2025.10.26	10:00:00	3988.38	3990.78	3976.82	3977.94	425	0	140
2025.10.26	10:10:00	3977.62	3986.73	3977.62	3981.38	322	0	140
2025.10.26	10:20:00	3981.37	3981.99	3977.24	3981.13	230	0	140
2025.10.26	10:30:00	3981.09	3983.34	3974.04	3983.34	398	0	140
2025.10.26	10:40:00	3983.34	3985.87	3978.45	3985.87	295	0	140
2025.10.26	10:50:00	3985.87	3988.21	3982.02	3982.74	323	0	140
2025.10.26	11:00:00	3982.76	3985.54	3976.40	3978.81	333	0	140
2025.10.26	11:10:00	3978.81	3990.46	3978.19	3988.41	253	0	140
2025.10.26	11:20:00	3988.39	4006.18	3987.26	4000.36	696	0	140
2025.10.26	11:30:00	4001.36	4023.89	4001.36	4016.37	1179	0	140
2025.10.26	11:40:00	4016.50	4055.21	4015.74	4036.83	2302	0	140
2025.10.26	11:50:00	4036.70	4044.95	4031.43	4044.47	771	0	140
2025.10.26	12:00:00	4043.96	4058.06	4040.52	4040.75	1131	0	140
2025.10.26	12:10:00	4040.73	4060.61	4040.57	4054.70	900	0	140
2025.10.26	12:20:00	4054.69	4054.92	4044.33	4053.37	733	0	140
2025.10.26	12:30:00	4053.20	4066.93	4048.85	4058.51	666	0	140
2025.10.26	12:40:00	4058.51	4074.93	4047.76	4073.32	1018	0	140
2025.10.26	12:50:00	4073.03	4077.93	4064.45	4072.66	998	0	140
2025.10.26	13:00:00	4072.68	4079.56	4064.93	4070.31	812	0	140
2025.10.26	13:10:00	4070.40	4074.23	4061.99	4070.75	552	0	140
2025.10.26	13:20:00	4071.09	4082.98	4070.69	4079.47	517	0	140
2025.10.26	13:30:00	4079.63	4088.07	4074.58	4085.65	831	0	140
2025.10.26	13:40:00	4085.39	4099.03	4083.59	4091.36	1253	0	140
2025.10.26	13:50:00	4091.38	4092.12	4079.36	4083.14	684	0	140
2025.10.26	14:00:00	4083.15	4091.01	4078.04	4086.14	622	0	140
2025.10.26	14:10:00	4086.20	4089.63	4077.56	4084.91	597	0	140
2025.10.26	14:20:00	4085.07	4085.90	4073.26	4077.26	562	0	140
2025.10.26	14:30:00	4077.36	4082.70	4072.88	4077.94	514	0	140
2025.10.26	14:40:00	4077.88	4080.56	4067.79	4070.66	465	0	140
2025.10.26	14:50:00	4071.05	4072.75	4062.46	4065.85	411	0	140
2025.10.26	15:00:00	4065.95	4068.61	4058.46	4063.50	483	0	140
2025.10.26	15:10:00	4063.46	4075.67	4061.51	4068.12	380	0	140
2025.10.26	15:20:00	4068.17	4074.32	4068.17	4073.75	277	0	140
2025.10.26	15:30:00	4073.93	4077.62	4067.11	4068.50	293	0	140
2025.10.26	15:40:00	4068.52	4075.71	4062.90	4071.60	309	0	140
2025.10.26	15:50:00	4071.60	4076.03	4070.06	4074.15	262	0	140
2025.10.26	16:00:00	4073.92	4074.89	4059.35	4062.85	507	0	140
2025.10.26	16:10:00	4063.10	4065.68	4044.69	4053.15	686	0	140
2025.10.26	16:20:00	4053.16	4057.08	4050.49	4054.17	344	0	140
2025.10.26	16:30:00	4054.08	4062.97	4048.80	4058.10	322	0	140
2025.10.26	16:40:00	4058.40	4064.07	4058.40	4062.63	283	0	140
2025.10.26	16:50:00	4062.32	4063.21	4051.91	4055.09	263	0	140
2025.10.26	17:00:00	4055.08	4060.53	4052.72	4059.88	310	0	140
2025.10.26	17:10:00	4059.70	4065.16	4058.52	4062.65	287	0	140
2025.10.26	17:20:00	4062.67	4068.73	4062.19	4063.56	324	0	140
2025.10.26	17:30:00	4063.49	4067.09	4061.03	4063.45	221	0	140
2025.10.26	17:40:00	4063.29	4067.20	4063.08	4064.57	176	0	140
2025.10.26	17:50:00	4064.74	4068.34	4058.29	4059.77	223	0	140
2025.10.26	18:00:00	4059.62	4073.29	4058.11	4073.28	295	0	140
2025.10.26	18:10:00	4073.17	4076.48	4068.95	4073.78	280	0	140
2025.10.26	18:20:00	4073.78	4081.34	4065.42	4066.75	337	0	140
2025.10.26	18:30:00	4066.54	4075.50	4066.35	4073.98	238	0	140
2025.10.26	18:40:00	4074.02	4076.43	4072.37	4073.86	209	0	140
2025.10.26	18:50:00	4073.77	4079.01	4070.63	4072.24	209	0	140
2025.10.26	19:00:00	4072.34	4072.34	4068.17	4069.31	199	0	140
2025.10.26	19:10:00	4069.30	4070.95	4064.92	4068.53	196	0	140
2025.10.26	19:20:00	4068.27	4072.56	4064.57	4070.71	222	0	140
2025.10.26	19:30:00	4070.37	4071.63	4066.42	4066.99	232	0	140
2025.10.26	19:40:00	4066.96	4069.62	4064.45	4066.40	191	0	140
2025.10.26	19:50:00	4066.13	4067.98	4064.64	4067.98	174	0	140
2025.10.26	20:00:00	4067.83	4067.83	4061.67	4063.02	175	0	140
2025.10.26	20:10:00	4062.96	4066.29	4058.69	4059.77	231	0	140
2025.10.26	20:20:00	4059.77	4064.66	4054.33	4061.33	350	0	140
2025.10.26	20:30:00	4061.37	4073.19	4061.37	4069.96	295	0	140
2025.10.26	20:40:00	4070.02	4071.88	4066.69	4067.53	235	0	140
2025.10.26	20:50:00	4067.30	4068.92	4061.58	4061.58	194	0	140
2025.10.26	21:00:00	4061.80	4068.32	4061.80	4067.03	244	0	140
2025.10.26	21:10:00	4067.18	4072.05	4067.18	4069.94	263	0	140
2025.10.26	21:20:00	4069.95	4071.25	4058.18	4061.87	272	0	140
2025.10.26	21:30:00	4061.51	4079.54	4054.77	4076.35	490	0	140
2025.10.26	21:40:00	4076.29	4096.57	4075.82	4088.86	616	0	140
2025.10.26	21:50:00	4088.81	4088.81	4078.06	4080.37	317	0	140
2025.10.26	22:00:00	4080.10	4179.13	4080.10	4137.08	4811	0	140
2025.10.26	22:10:00	4136.54	4139.57	4126.42	4127.83	1587	0	140
2025.10.26	22:20:00	4127.81	4142.72	4126.38	4136.50	1042	0	140
2025.10.26	22:30:00	4136.69	4149.23	4136.69	4145.73	1045	0	140
2025.10.26	22:40:00	4145.79	4163.57	4145.32	4162.99	941	0	140
2025.10.26	22:50:00	4162.87	4169.58	4157.48	4160.57	658	0	140
2025.10.26	23:00:00	4160.61	4174.43	4151.78	4155.88	885	0	140
2025.10.26	23:10:00	4155.72	4166.20	4147.46	4163.81	654	0	140
2025.10.26	23:20:00	4163.82	4173.05	4161.80	4162.46	647	0	140
2025.10.26	23:30:00	4162.47	4179.00	4161.01	4174.62	774	0	140
2025.10.26	23:40:00	4174.49	4175.38	4163.63	4166.42	612	0	140
2025.10.26	23:50:00	4166.44	4169.35	4153.83	4158.04	619	0	140
2025.10.27	00:00:00	4158.21	4168.87	4148.36	4167.11	994	0	140
2025.10.27	00:10:00	4166.97	4174.86	4161.54	4173.98	745	0	140
2025.10.27	00:20:00	4174.32	4175.04	4163.41	4172.29	739	0	140
2025.10.27	00:30:00	4173.00	4189.79	4168.61	4179.84	1098	0	140
2025.10.27	00:40:00	4179.68	4183.91	4161.93	4168.21	661	0	140
2025.10.27	00:50:00	4168.08	4175.89	4164.95	4170.37	546	0	140
2025.10.27	01:00:00	4170.33	4179.46	4166.64	4168.36	611	0	140
2025.10.27	01:10:00	4168.26	4176.60	4168.08	4176.46	478	0	140
2025.10.27	01:20:00	4176.45	4192.71	4176.45	4184.43	712	0	140
2025.10.27	01:30:00	4184.57	4208.46	4181.23	4203.22	920	0	140
2025.10.27	01:40:00	4203.00	4203.00	4183.55	4191.38	714	0	140
2025.10.27	01:50:00	4191.37	4195.99	4187.84	4191.78	485	0	140
2025.10.27	02:00:00	4191.78	4203.28	4191.02	4200.22	613	0	140
2025.10.27	02:10:00	4200.22	4211.14	4193.79	4207.73	603	0	140
2025.10.27	02:20:00	4207.77	4218.61	4195.17	4196.39	896	0	140
2025.10.27	02:30:00	4196.10	4196.64	4182.94	4195.66	748	0	140
2025.10.27	02:40:00	4195.60	4212.15	4193.74	4205.74	593	0	140
2025.10.27	02:50:00	4205.74	4211.29	4199.41	4205.01	482	0	140
2025.10.27	03:00:00	4205.02	4210.72	4200.66	4209.76	531	0	140
2025.10.27	03:10:00	4209.82	4226.46	4207.69	4217.21	671	0	140
2025.10.27	03:20:00	4217.38	4222.40	4207.00	4208.87	609	0	140
2025.10.27	03:30:00	4208.87	4215.31	4204.30	4207.06	518	0	140
2025.10.27	03:40:00	4206.96	4208.38	4200.23	4206.16	410	0	140
2025.10.27	03:50:00	4206.10	4206.85	4202.03	4204.83	282	0	140
2025.10.27	04:00:00	4205.00	4207.24	4194.19	4196.20	420	0	140
2025.10.27	04:10:00	4196.10	4200.96	4194.99	4196.08	340	0	140
2025.10.27	04:20:00	4196.09	4206.41	4195.56	4201.33	332	0	140
2025.10.27	04:30:00	4201.05	4204.91	4196.20	4202.02	327	0	140
2025.10.27	04:40:00	4202.10	4218.08	4202.10	4213.47	464	0	140
2025.10.27	04:50:00	4213.47	4217.67	4210.76	4212.47	310	0	140
2025.10.27	05:00:00	4212.84	4220.50	4209.96	4220.19	380	0	140
2025.10.27	05:10:00	4220.36	4240.14	4217.80	4238.59	961	0	140
2025.10.27	05:20:00	4238.63	4253.18	4235.02	4247.20	951	0	140
2025.10.27	05:30:00	4247.21	4248.05	4227.31	4230.78	609	0	140
2025.10.27	05:40:00	4230.45	4234.80	4224.28	4232.75	425	0	140
2025.10.27	05:50:00	4232.74	4237.60	4226.18	4232.70	362	0	140
2025.10.27	06:00:00	4232.73	4235.09	4222.35	4227.45	515	0	140
2025.10.27	06:10:00	4227.44	4241.59	4223.67	4240.84	474	0	140
2025.10.27	06:20:00	4240.89	4244.84	4238.95	4243.67	409	0	140
2025.10.27	06:30:00	4243.55	4244.35	4230.32	4236.10	491	0	140
2025.10.27	06:40:00	4236.17	4236.17	4222.50	4230.57	637	0	140
2025.10.27	06:50:00	4231.06	4239.55	4229.69	4235.05	545	0	140
2025.10.27	07:00:00	4234.87	4248.32	4226.43	4226.79	889	0	140
2025.10.27	07:10:00	4226.53	4230.01	4224.55	4225.07	500	0	140
2025.10.27	07:20:00	4224.64	4229.28	4219.65	4221.11	422	0	140
2025.10.27	07:30:00	4221.01	4221.11	4202.14	4202.66	739	0	140
2025.10.27	07:40:00	4202.73	4214.49	4196.05	4208.88	840	0	140
2025.10.27	07:50:00	4208.86	4208.86	4197.77	4201.14	458	0	140
2025.10.27	08:00:00	4200.88	4201.49	4193.90	4198.40	660	0	140
2025.10.27	08:10:00	4198.31	4198.31	4185.36	4197.04	662	0	140
2025.10.27	08:20:00	4197.03	4197.45	4155.49	4160.90	1099	0	140
2025.10.27	08:30:00	4161.09	4176.76	4160.91	4175.05	744	0	140
2025.10.27	08:40:00	4175.17	4182.44	4168.48	4168.78	544	0	140
2025.10.27	08:50:00	4168.74	4169.45	4157.95	4166.45	651	0	140
2025.10.27	09:00:00	4166.35	4169.66	4153.50	4159.95	808	0	140
2025.10.27	09:10:00	4160.19	4167.13	4153.78	4163.13	677	0	140
2025.10.27	09:20:00	4163.28	4170.93	4156.54	4160.42	715	0	140
2025.10.27	09:30:00	4160.16	4172.57	4157.96	4172.32	656	0	140
2025.10.27	09:40:00	4172.32	4173.14	4158.94	4160.32	572	0	140
2025.10.27	09:50:00	4160.12	4164.23	4157.48	4159.67	452	0	140
2025.10.27	10:00:00	4159.80	4166.01	4153.31	4164.54	630	0	140
2025.10.27	10:10:00	4164.42	4172.57	4161.49	4168.05	456	0	140
2025.10.27	10:20:00	4167.94	4173.94	4165.71	4171.35	394	0	140
2025.10.27	10:30:00	4171.24	4174.74	4167.34	4169.15	356	0	140
2025.10.27	10:40:00	4169.17	4172.31	4163.53	4169.83	363	0	140
2025.10.27	10:50:00	4169.82	4171.51	4162.17	4167.02	335	0	140
2025.10.27	11:00:00	4167.07	4173.42	4166.20	4168.61	356	0	140
2025.10.27	11:10:00	4168.61	4175.88	4158.72	4158.96	467	0	140
2025.10.27	11:20:00	4158.91	4159.32	4131.53	4148.24	1238	0	140
2025.10.27	11:30:00	4148.27	4155.71	4141.59	4153.42	718	0	140
2025.10.27	11:40:00	4153.45	4164.83	4153.45	4157.92	496	0	140
2025.10.27	11:50:00	4157.79	4162.83	4153.72	4161.60	404	0	140
2025.10.27	12:00:00	4161.63	4166.52	4156.13	4156.84	553	0	140
2025.10.27	12:10:00	4156.85	4161.01	4152.75	4154.09	382	0	140
2025.10.27	12:20:00	4154.12	4157.24	4150.16	4152.81	458	0	140
2025.10.27	12:30:00	4152.81	4154.71	4141.01	4144.18	631	0	140
2025.10.27	12:40:00	4144.17	4151.31	4136.85	4148.15	619	0	140
2025.10.27	12:50:00	4148.02	4149.06	4141.58	4144.76	449	0	140
2025.10.27	13:00:00	4144.68	4163.42	4142.41	4162.57	680	0	140
2025.10.27	13:10:00	4162.47	4169.56	4157.52	4165.09	533	0	140
2025.10.27	13:20:00	4164.97	4165.30	4158.73	4163.05	387	0	140
2025.10.27	13:30:00	4162.94	4168.69	4139.02	4141.87	1653	0	140
2025.10.27	13:40:00	4141.79	4160.67	4126.85	4160.32	1781	0	140
2025.10.27	13:50:00	4160.30	4187.65	4158.31	4177.42	1609	0	140
2025.10.27	14:00:00	4177.73	4182.86	4144.83	4154.46	1359	0	140
2025.10.27	14:10:00	4154.13	4154.13	4130.18	4132.21	1456	0	140
2025.10.27	14:20:00	4131.90	4149.97	4123.40	4147.31	1360	0	140
2025.10.27	14:30:00	4147.32	4157.92	4134.59	4156.06	1019	0	140
2025.10.27	14:40:00	4156.02	4161.20	4142.46	4146.79	1011	0	140
2025.10.27	14:50:00	4146.78	4151.08	4138.35	4149.07	818	0	140
2025.10.27	15:00:00	4148.95	4165.92	4147.42	4155.96	967	0	140
2025.10.27	15:10:00	4155.96	4170.17	4155.64	4167.58	881	0	140
2025.10.27	15:20:00	4167.52	4171.15	4154.55	4165.45	904	0	140
2025.10.27	15:30:00	4165.41	4173.10	4161.31	4166.10	758	0	140
2025.10.27	15:40:00	4165.90	4170.96	4161.03	4170.37	719	0	140
2025.10.27	15:50:00	4170.27	4176.00	4165.37	4173.06	596	0	140
2025.10.27	16:00:00	4172.94	4194.66	4172.94	4191.24	954	0	140
2025.10.27	16:10:00	4191.78	4197.75	4185.41	4192.37	708	0	140
2025.10.27	16:20:00	4192.33	4192.92	4182.60	4192.11	636	0	140
2025.10.27	16:30:00	4191.88	4217.38	4188.92	4212.71	1001	0	140
2025.10.27	16:40:00	4212.84	4213.72	4203.73	4204.76	627	0	140
2025.10.27	16:50:00	4204.62	4218.88	4204.04	4214.16	626	0	140
2025.10.27	17:00:00	4214.08	4217.39	4208.71	4213.70	654	0	140
2025.10.27	17:10:00	4213.67	4221.61	4212.72	4221.00	501	0	140
2025.10.27	17:20:00	4220.75	4221.73	4202.94	4203.49	633	0	140
2025.10.27	17:30:00	4203.26	4219.75	4198.65	4217.00	720	0	140
2025.10.27	17:40:00	4217.00	4225.72	4210.42	4223.21	548	0	140
2025.10.27	17:50:00	4223.22	4223.22	4216.18	4220.95	354	0	140
2025.10.27	18:00:00	4220.77	4231.13	4213.43	4229.22	633	0	140
2025.10.27	18:10:00	4229.21	4233.93	4223.85	4227.58	486	0	140
2025.10.27	18:20:00	4227.68	4228.13	4206.81	4210.45	588	0	140
2025.10.27	18:30:00	4210.44	4221.52	4208.84	4218.35	467	0	140
2025.10.27	18:40:00	4218.49	4224.08	4208.55	4223.20	487	0	140
2025.10.27	18:50:00	4222.92	4225.08	4214.30	4214.42	356	0	140
2025.10.27	19:00:00	4214.48	4215.79	4184.86	4205.25	920	0	140
2025.10.27	19:10:00	4205.24	4217.71	4203.57	4216.44	483	0	140
2025.10.27	19:20:00	4216.67	4220.90	4207.03	4212.89	466	0	140
2025.10.27	19:30:00	4212.88	4213.23	4192.10	4199.87	712	0	140
2025.10.27	19:40:00	4199.86	4204.98	4196.57	4201.75	473	0	140
2025.10.27	19:50:00	4201.93	4205.08	4186.66	4194.02	641	0	140
2025.10.27	20:00:00	4193.85	4195.67	4154.09	4155.44	1476	0	140
2025.10.27	20:10:00	4155.79	4163.97	4142.76	4163.03	848	0	140
2025.10.27	20:20:00	4163.03	4165.15	4144.64	4151.39	575	0	140
2025.10.27	20:30:00	4151.39	4152.67	4138.12	4139.82	583	0	140
2025.10.27	20:40:00	4139.68	4153.87	4134.23	4137.83	774	0	140
2025.10.27	20:50:00	4138.00	4141.57	4128.29	4128.29	566	0	140
2025.10.27	21:00:00	4128.85	4138.89	4126.33	4136.84	524	0	140
2025.10.27	21:10:00	4136.82	4138.32	4124.39	4128.42	509	0	140
2025.10.27	21:20:00	4128.54	4131.65	4094.28	4108.36	1147	0	140
2025.10.27	21:30:00	4108.31	4130.70	4107.18	4128.83	561	0	140
2025.10.27	21:40:00	4128.65	4138.12	4120.87	4128.53	539	0	140
2025.10.27	21:50:00	4128.52	4131.61	4114.21	4116.32	313	0	140
2025.10.27	22:00:00	4116.40	4132.00	4109.76	4128.00	551	0	140
2025.10.27	22:10:00	4128.48	4139.89	4126.30	4135.50	512	0	140
2025.10.27	22:20:00	4135.66	4144.30	4133.80	4135.33	505	0	140
2025.10.27	22:30:00	4135.33	4136.98	4124.44	4126.36	540	0	140
2025.10.27	22:40:00	4126.44	4132.00	4118.49	4130.60	491	0	140
2025.10.27	22:50:00	4130.60	4132.40	4117.90	4122.88	419	0	140
2025.10.27	23:00:00	4122.91	4123.39	4108.81	4111.89	673	0	140
2025.10.27	23:10:00	4112.14	4118.50	4103.88	4116.23	648	0	140
2025.10.27	23:20:00	4116.08	4116.25	4102.27	4112.39	618	0	140
2025.10.27	23:30:00	4112.59	4123.59	4111.53	4119.07	437	0	140
2025.10.27	23:40:00	4119.06	4127.84	4119.06	4123.24	402	0	140
2025.10.27	23:50:00	4123.25	4124.31	4117.24	4119.68	265	0	140
2025.10.28	00:00:00	4119.67	4122.17	4106.83	4122.17	567	0	140
2025.10.28	00:10:00	4122.17	4128.83	4117.49	4124.23	452	0	140
2025.10.28	00:20:00	4124.35	4133.90	4123.32	4126.61	382	0	140
2025.10.28	00:30:00	4126.55	4126.55	4114.63	4118.40	379	0	140
2025.10.28	00:40:00	4118.18	4122.90	4107.21	4110.05	531	0	140
2025.10.28	00:50:00	4109.78	4119.42	4108.37	4115.19	486	0	140
2025.10.28	01:00:00	4115.43	4125.46	4115.43	4124.68	558	0	140
2025.10.28	01:10:00	4124.63	4133.40	4123.71	4128.99	434	0	140
2025.10.28	01:20:00	4129.11	4131.22	4122.15	4129.56	384	0	140
2025.10.28	01:30:00	4129.54	4132.90	4120.64	4129.95	407	0	140
2025.10.28	01:40:00	4129.95	4141.46	4128.89	4138.88	485	0	140
2025.10.28	01:50:00	4138.79	4139.41	4134.77	4136.46	336	0	140
2025.10.28	02:00:00	4136.64	4141.67	4133.90	4139.42	289	0	140
2025.10.28	02:10:00	4139.41	4139.41	4122.44	4126.90	420	0	140
2025.10.28	02:20:00	4126.77	4128.06	4110.00	4118.49	592	0	140
2025.10.28	02:30:00	4118.48	4121.50	4112.25	4119.96	403	0	140
2025.10.28	02:40:00	4119.97	4120.26	4076.70	4082.01	697	0	140
2025.10.28	02:50:00	4081.83	4102.74	4074.48	4095.29	1098	0	140
2025.10.28	03:00:00	4095.00	4100.74	4084.97	4093.89	638	0	140
2025.10.28	03:10:00	4093.85	4095.28	4068.61	4083.37	905	0	140
2025.10.28	03:20:00	4083.33	4096.07	4081.54	4095.18	500	0	140
2025.10.28	03:30:00	4095.31	4095.63	4080.72	4088.24	487	0	140
2025.10.28	03:40:00	4088.22	4094.38	4081.03	4087.28	389	0	140
2025.10.28	03:50:00	4087.29	4095.83	4083.67	4093.69	457	0	140
2025.10.28	04:00:00	4093.71	4095.07	4087.22	4092.76	465	0	140
2025.10.28	04:10:00	4092.84	4102.54	4092.84	4097.91	416	0	140
2025.10.28	04:20:00	4097.88	4104.61	4095.94	4097.07	386	0	140
2025.10.28	04:30:00	4097.06	4104.67	4092.87	4097.36	400	0	140
2025.10.28	04:40:00	4097.30	4106.12	4096.09	4105.56	303	0	140
2025.10.28	04:50:00	4105.35	4106.09	4099.15	4099.15	251	0	140
2025.10.28	05:00:00	4099.05	4103.81	4095.25	4095.30	291	0	140
2025.10.28	05:10:00	4095.30	4097.56	4089.27	4091.87	361	0	140
2025.10.28	05:20:00	4091.87	4100.14	4088.31	4097.82	371	0	140
2025.10.28	05:30:00	4097.53	4097.53	4086.35	4087.72	399	0	140
2025.10.28	05:40:00	4087.64	4090.49	4069.11	4077.61	730	0	140
2025.10.28	05:50:00	4077.61	4077.73	4065.77	4068.32	841	0	140
2025.10.28	06:00:00	4068.31	4081.23	4067.44	4079.25	574	0	140
2025.10.28	06:10:00	4079.23	4083.08	4075.41	4081.85	409	0	140
2025.10.28	06:20:00	4082.00	4086.09	4077.92	4084.71	405	0	140
2025.10.28	06:30:00	4084.71	4096.19	4081.07	4095.68	553	0	140
2025.10.28	06:40:00	4095.64	4103.65	4094.51	4103.55	333	0	140
2025.10.28	06:50:00	4103.59	4114.51	4103.59	4112.67	571	0	140
2025.10.28	07:00:00	4112.73	4127.19	4111.26	4119.08	774	0	140
2025.10.28	07:10:00	4119.07	4121.47	4109.73	4114.60	451	0	140
